2025-07-30 11:53:39,435 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:27:07,265 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:27:07
2025-07-31 13:27:07,280 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS'
2025-07-31 13:27:07,280 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:27:07,281 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:27:07,282 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS
2025-07-31 13:27:07,283 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: '\r\nIR1:INACTIVE\r\nIR2:INACTIVE\r\nIR3:INACTIVE\r\nOK:IR-STATUS\r\n'
2025-07-31 13:27:07,283 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR1:INACTIVE']
2025-07-31 13:27:07,284 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR2:INACTIVE']
2025-07-31 13:27:07,284 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR3:INACTIVE']
2025-07-31 13:27:07,284 | main.views.pnl_ctrl | INFO | Solicitud de estado IR recibida
2025-07-31 13:27:07,285 | MainWindow | DEBUG | data RX: 
IR1:INACTIVE
IR2:INACTIVE
IR3:INACTIVE
OK:IR-STATUS

2025-07-31 13:30:46,578 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:30:46,684 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:30:46,707 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 13:30:49,489 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 13:30:49,493 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 13:30:50,544 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:30:50
2025-07-31 13:30:50,546 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK'
2025-07-31 13:30:50,547 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:30:50,547 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['OK']
2025-07-31 13:30:50,548 | main.views.pnl_ctrl | WARNING | Formato inválido en comando: OK
2025-07-31 13:30:50,548 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK
2025-07-31 13:33:25,857 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:33:25,961 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:33:25,983 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 13:33:30,108 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 13:33:30,111 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 13:33:31,402 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:33:31
2025-07-31 13:34:09,725 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:34:09
2025-07-31 13:34:11,156 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:34:11
2025-07-31 13:34:11,157 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\n'
2025-07-31 13:34:11,158 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:34:11,158 | MainWindow | DEBUG | data RX: L01:1,L02:1

2025-07-31 13:34:11,159 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'OK:LED-STATUS\r\nIR1:INACTIVE\r\nIR2:INACTIVE\r\nIR3:INACTIVE\r\nOK:IR-STATUS\r\n'
2025-07-31 13:34:11,160 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:34:11,160 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR1:INACTIVE']
2025-07-31 13:34:11,160 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR2:INACTIVE']
2025-07-31 13:34:11,161 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR3:INACTIVE']
2025-07-31 13:34:11,161 | main.views.pnl_ctrl | INFO | Solicitud de estado IR recibida
2025-07-31 13:34:11,162 | MainWindow | DEBUG | data RX: OK:LED-STATUS
IR1:INACTIVE
IR2:INACTIVE
IR3:INACTIVE
OK:IR-STATUS

2025-07-31 13:34:11,163 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:34:11,164 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:34:11,165 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:34:11,165 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:34:19,636 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:34:19
2025-07-31 13:34:21,460 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:34:21
2025-07-31 13:34:21,460 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'IR1:INACTIVE\r\nIR2:INACTIVE\r\nIR3:INACTIVE\r\nOK:IR-STATUS\r\n'
2025-07-31 13:34:21,460 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR1:INACTIVE']
2025-07-31 13:34:21,460 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR2:INACTIVE']
2025-07-31 13:34:21,461 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR3:INACTIVE']
2025-07-31 13:34:21,461 | main.views.pnl_ctrl | INFO | Solicitud de estado IR recibida
2025-07-31 13:34:21,461 | MainWindow | DEBUG | data RX: IR1:INACTIVE
IR2:INACTIVE
IR3:INACTIVE
OK:IR-STATUS

2025-07-31 13:34:21,461 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:34:21,461 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:34:21,462 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:34:21,462 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:34:28,906 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:34:28
2025-07-31 13:34:29,909 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:34:29
2025-07-31 13:34:29,910 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'IR1:INACTIVE\r\nIR2:INACTIVE\r\nIR3:INACTIVE\r\nOK:IR-STATUS\r\n'
2025-07-31 13:34:29,911 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR1:INACTIVE']
2025-07-31 13:34:29,911 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR2:INACTIVE']
2025-07-31 13:34:29,911 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR3:INACTIVE']
2025-07-31 13:34:29,911 | main.views.pnl_ctrl | INFO | Solicitud de estado IR recibida
2025-07-31 13:34:29,911 | MainWindow | DEBUG | data RX: IR1:INACTIVE
IR2:INACTIVE
IR3:INACTIVE
OK:IR-STATUS

2025-07-31 13:34:29,915 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\nIR1:INACTIVE\r\nIR2:INACTIVE\r\nIR3:INACTIVE\r\nOK:IR-STATUS\r\n'
2025-07-31 13:34:29,915 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:34:29,916 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:34:29,917 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR1:INACTIVE']
2025-07-31 13:34:29,917 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR2:INACTIVE']
2025-07-31 13:34:29,917 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['IR3:INACTIVE']
2025-07-31 13:34:29,918 | main.views.pnl_ctrl | INFO | Solicitud de estado IR recibida
2025-07-31 13:34:29,918 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS
IR1:INACTIVE
IR2:INACTIVE
IR3:INACTIVE
OK:IR-STATUS

2025-07-31 13:35:18,602 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:35:18,740 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:35:18,765 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 13:35:22,490 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 13:35:22,492 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 13:35:23,724 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:35:23
2025-07-31 13:35:44,956 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:35:44
2025-07-31 13:35:45,864 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:35:45
2025-07-31 13:35:45,865 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:35:45,866 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:35:45,866 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:35:45,866 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:35:47,039 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:35:47
2025-07-31 13:35:48,186 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:35:48
2025-07-31 13:35:48,186 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\n'
2025-07-31 13:35:48,186 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:35:48,187 | MainWindow | DEBUG | data RX: L01:1,L02:1

2025-07-31 13:35:51,166 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:35:51
2025-07-31 13:35:53,036 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:35:53
2025-07-31 13:35:53,036 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'OK:LED-STATUS\r\n'
2025-07-31 13:35:53,037 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:35:53,037 | MainWindow | DEBUG | data RX: OK:LED-STATUS

2025-07-31 13:35:59,099 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:35:59
2025-07-31 13:36:00,325 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:36:00
2025-07-31 13:36:00,328 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:36:00,328 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:00,329 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:00,330 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:36:01,832 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:36:01
2025-07-31 13:36:02,745 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:36:02
2025-07-31 13:36:02,745 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\nL01:1,L02:1\r\nOK:LED-STATUS'
2025-07-31 13:36:02,745 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:02,746 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:02,746 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:02,746 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:02,747 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS
L01:1,L02:1
OK:LED-STATUS
2025-07-31 13:36:02,747 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: '\r\n'
2025-07-31 13:36:02,747 | MainWindow | DEBUG | data RX: 

2025-07-31 13:36:03,959 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:36:03
2025-07-31 13:36:04,735 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:36:04
2025-07-31 13:36:04,735 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:36:04,735 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:04,736 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:04,736 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:36:04,738 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:36:04,739 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:04,740 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:04,740 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:36:05,557 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:36:05
2025-07-31 13:36:06,331 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:36:06
2025-07-31 13:36:06,334 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:36:06,334 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:06,335 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:06,335 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:36:07,265 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:36:07
2025-07-31 13:36:07,892 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:36:07
2025-07-31 13:36:07,895 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:36:07,895 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:36:07,896 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:36:07,896 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:36:08,649 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:36:08
2025-07-31 13:36:09,796 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 13:36:09,799 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 13:36:14,195 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 13:36:14,197 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 13:36:15,964 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:36:15
2025-07-31 13:37:54,698 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:37:54,853 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 13:37:54,875 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 13:37:57,392 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 13:37:57,393 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 13:37:58,592 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:37:58
2025-07-31 13:37:58,599 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:37:58,600 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:37:58,600 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:37:58,601 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:38:02,398 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:02
2025-07-31 13:38:03,378 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:03
2025-07-31 13:38:05,042 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:05
2025-07-31 13:38:06,123 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:06
2025-07-31 13:38:07,730 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:07
2025-07-31 13:38:08,778 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:08
2025-07-31 13:38:08,778 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:38:08,779 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:38:08,779 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:38:08,779 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:38:23,391 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:23
2025-07-31 13:38:29,166 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:29
2025-07-31 13:38:29,167 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:38:29,167 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:38:29,168 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:38:29,168 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:38:33,065 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:33
2025-07-31 13:38:40,336 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:40
2025-07-31 13:38:40,336 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:38:40,337 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:38:40,337 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:38:40,337 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:38:41,930 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:41
2025-07-31 13:38:42,540 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:42
2025-07-31 13:38:42,540 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 13:38:42,541 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 13:38:42,541 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 13:38:42,541 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 13:38:43,370 | main.views.pnl_ctrl | INFO | Programa detenido a las 13:38:43
2025-07-31 13:38:44,384 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 13:38:44,388 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 13:38:47,296 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 13:38:47,299 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 13:38:48,513 | main.views.pnl_ctrl | INFO | Programa iniciado a las 13:38:48
2025-07-31 14:13:47,185 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 14:13:47,763 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 14:13:47,798 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 14:14:04,581 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 14:14:04,584 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 14:14:11,507 | main.views.pnl_ctrl | INFO | Programa iniciado a las 14:14:11
2025-07-31 14:14:11,515 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 14:14:11,515 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 14:14:11,516 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 14:14:11,517 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 14:14:32,976 | main.views.pnl_ctrl | INFO | Programa detenido a las 14:14:32
2025-07-31 14:14:35,428 | main.views.pnl_ctrl | INFO | Programa iniciado a las 14:14:35
2025-07-31 14:14:35,431 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:1\r\nOK:LED-STATUS\r\n'
2025-07-31 14:14:35,431 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:1']
2025-07-31 14:14:35,432 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 14:14:35,432 | MainWindow | DEBUG | data RX: L01:1,L02:1
OK:LED-STATUS

2025-07-31 14:14:53,903 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:14:53,904 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:14:53,909 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:14:56,578 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:14:56,579 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:14:56,580 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:14:58,888 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:14:58,889 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:14:58,890 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:15:24,748 | main.views.pnl_ctrl | INFO | Programa detenido a las 14:15:24
2025-07-31 14:15:33,657 | main.views.pnl_ctrl | INFO | desconectar
2025-07-31 14:15:33,660 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 14:17:26,677 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 14:17:26,679 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 14:17:28,319 | main.views.pnl_ctrl | INFO | Programa iniciado a las 14:17:28
2025-07-31 14:17:28,325 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:0\r\nOK:LED-STATUS\r\n'
2025-07-31 14:17:28,325 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:0']
2025-07-31 14:17:28,326 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 14:17:28,327 | MainWindow | DEBUG | data RX: L01:1,L02:0
OK:LED-STATUS

2025-07-31 14:18:02,023 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:18:02,024 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:18:02,034 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:18:05,141 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:18:05,142 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:18:05,143 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:18:06,741 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:18:06,741 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:18:06,743 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:19:01,030 | main.views.pnl_ctrl | INFO | Programa detenido a las 14:19:01
2025-07-31 14:19:02,462 | main.views.pnl_ctrl | INFO | Programa iniciado a las 14:19:02
2025-07-31 14:19:02,467 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:0\r\nOK:LED-STATUS\r\n'
2025-07-31 14:19:02,468 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:0']
2025-07-31 14:19:02,469 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 14:19:02,469 | MainWindow | DEBUG | data RX: L01:1,L02:0
OK:LED-STATUS

2025-07-31 14:22:12,579 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 14:22:12,689 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 14:22:12,708 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 14:22:23,973 | InicioView | INFO | Vista de inicio configurada correctamente
2025-07-31 14:22:24,097 | PanelControlView | INFO | Vista de inicio configurada correctamente
2025-07-31 14:22:24,116 | main.views.pnl_ctrl | INFO | status uart Panel: False
2025-07-31 14:22:31,394 | main.views.pnl_ctrl | INFO | conectar
2025-07-31 14:22:31,396 | main.views.pnl_ctrl | INFO | status uart Panel: True
2025-07-31 14:22:34,666 | main.views.pnl_ctrl | INFO | Programa iniciado a las 14:22:34
2025-07-31 14:22:34,692 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'L01:1,L02:0\r\nOK:LED-STATUS\r\n'
2025-07-31 14:22:34,698 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['L01:1', 'L02:0']
2025-07-31 14:22:34,700 | main.views.pnl_ctrl | INFO | Solicitud de estado de LEDs recibida
2025-07-31 14:22:34,700 | MainWindow | DEBUG | data RX: L01:1,L02:0
OK:LED-STATUS

2025-07-31 14:22:40,226 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:22:40,227 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:22:40,235 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:22:42,325 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:22:42,326 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:22:42,332 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:22:44,295 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:22:44,296 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:22:44,301 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:22:46,020 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P02:1\r\n'
2025-07-31 14:22:46,021 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P02:1']
2025-07-31 14:22:46,026 | MainWindow | DEBUG | data RX: P02:1

2025-07-31 14:22:54,960 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P01:1\r\n'
2025-07-31 14:22:54,961 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P01:1']
2025-07-31 14:22:54,967 | MainWindow | DEBUG | data RX: P01:1

2025-07-31 14:22:58,350 | main.views.pnl_ctrl | INFO | Datos crudos recibidos: 'P01:1\r\n'
2025-07-31 14:22:58,351 | main.views.pnl_ctrl | DEBUG | Comandos separados: ['P01:1']
2025-07-31 14:22:58,357 | MainWindow | DEBUG | data RX: P01:1

